year	plotid	plant	corolla_length	style_length	corolla_width	sepal_width	nectar_24_h_ul	nectar_conc	height_cm	flowers_est
2019	6A	171	21.7	23.7	3.3	1.2	2.65625	23	30.666666666666668	18
2019	6B	10	25.35	23.35	3.55	0.8999999999999999	3.0078125	28	58.5	44
2019	6B	13	25.6	26.4	2.95	1.5				38
2019	6B	2	24.75	22.75	3.65	1.5	0.8203125	14.5	46.833333333333336	67
2019	6B	23	26.833333333333332	29.1	3.4	1.6666666666666667	2.578125	22	37	4
2019	6B	29	22.5	25.5	3.066666666666667	1.2666666666666666	2.0703125	23.25	52.5	92.5
2019	6B	3							41	
2019	6B	31	24.4	26.5	3.2	1.4				9
2019	6B	35	27.4	26.46666666666667	3.6	1.6666666666666665			43.833333333333336	35
2019	6B	36	24.1	21.3	3.8	1.5	0.859375	32	46	48
2019	6B	37	27.1	30.2	3.5	1.7			39	64
2019	6B	5							38.9	
2019	6B	7	23.400000000000002	21	3.6999999999999997	1.4666666666666666	0.9375	15.5	47.666666666666664	62
2019	6B	8_19							38	
2019	6B	823							50	
2019	6C	107							46	
2019	6C	108	31.2	28.866666666666667	3.8666666666666667	1.6666666666666667	3.0859375	20.25	51	62.5
2019	6C	122	27.9	22.7	3.1500000000000004	1.45	1.015625	27.5	33	28
2019	6C	123	27.65	24.7	3.9	1.5499999999999998	4.4140625	21.5	51.25	46.666666666666664
2019	6C	40							50	
2019	6C	80	24.15	23.4	3.65	1.55	1.0807291666666667	23.666666666666668	24.6	37
2019	6C	81_19								
2019	6C	83	24.7	24.733333333333334	3.7333333333333334	1.4666666666666666	2.2265625	23.5	51.75	86
2019	6C	96					0.9765625	27.75	51	
2019	6D	108	24.5	25	3.2	1.7			38.5	
2019	6D	123							42	
2019	6D	150							48	
2019	6D	39	27.5	26.4	3.2	1.55	1.25	25	34	94
2019	6D	40	24.066666666666666	26.166666666666668	3.3666666666666667	1.5333333333333332	2.8125	16	53.75	76
2019	6D	50	28.799999999999997	28.5	3.3	1.45	2.34375	19	49.5	32
2019	6D	60_19								6
2019	6D	69							29	
2019	6D	70	25.6	25	3.5	1.5			31	
2019	6D	79	27.333333333333332	27.633333333333333	3.7333333333333334	1.5666666666666667	3.59375	22.5	57.5	24
2019	6D	80					2.9296875	23.5	35.15	53
2019	6D	81					0.703125	21.5	38.5	16
2019	6D	83							42	
2020	1A	133							34	
2020	1A	230	27.1	24.433333333333334	3.7	1.7666666666666668	1.875	26	31.6	57
2020	1A	231	22.85	22.9	3.9	1.9	4.0625	29	48.714285714285715	
2020	1A	233	24.566666666666666	23.566666666666666	4.3	1.5666666666666667	1.9921875	20.75	35.75	14
2020	1A	235	25.224999999999998	28.15	3.8	1.375	2.578125	29	28.666666666666668	16
2020	1A	237								15
2020	1A	240	27.6	25.433333333333334	3.7	1.7333333333333334	4.296875	29	26.5	23
2020	1A	243	26.9	22.8	3.6	1.8	2.890625	30.5	29.25	58
2020	1A	244	26.175	24.299999999999997	3.6500000000000004	1.55	2.109375	20.5	27.4	55
2020	1A	246	25.9	26		1.1	3.59375	23	33.75	21
2020	1A	250	26.366666666666667	24.23333333333333	3.8	1.5333333333333332	2.03125	25.5	24	26
2020	1A	251	26.6	27		1.4	0.46875	15.5	38.5	20
2020	1A	255	22.8	24.166666666666668	3	1.5	1.6015625	19	33.4	16
2020	1A	257	25	23.4	3.5999999999999996	1.575	0.703125		37	48
2020	1A	280							22	
2020	1B	649	24.366666666666667	26.5	3.5	1.4666666666666666	0.625	25	29.666666666666668	44
2020	1B	650	25.7	25.8	3.2	1.8	0.9375	24.5	21.666666666666668	32
2020	1B	653	23.033333333333335	23.666666666666668	3.6	1.6333333333333333	1.5625	35	24	37
2020	1B	656	26.9	24.1	2.8	1.7	1.015625	26	26.75	28
2020	1B	658	24	28.9		1.6	1.171875	28	26.5	23
2020	1B	672	26.5	29.666666666666668	4.3	1.8	1.953125	31.25	32.8	58
2020	1C	46	28.65	23.6	3.5	1.55	2.3046875	28.25	26.2	50
2020	1C	54	23		3.7	1.8			41	15
2020	1C	60	24.099999999999998	24.6	3.4	1.5999999999999999	1.484375	28	36.6	118
2020	1C	63	22.6	20.200000000000003	2.9	1.15			35	36
2020	1C	64	24.7	23.8	3.4000000000000004	1.525			35.6	105
2020	1D	12	22.666666666666668	25.400000000000002	3.5	1.6666666666666667	0.8984375	26.5	41.75	81
2020	1D	14	12.4	15.9		1.1				106
2020	1D	17	22.233333333333334	23.833333333333332	3.7	1.5	1.25	23	31.333333333333332	50
2020	1D	20	18.5	21.2	2.6	1.2	0.46875	23	40.25	44
2020	1D	204								20
2020	1D	22_20								20
2020	1D	24	26.366666666666667	22.933333333333334	3.95	1.5333333333333332			35.8	84
2020	1D	33	26.6	22.75	3.5	1.7000000000000002	1.640625	29	38.25	54
2020	1D	37	22	22.6		1.6			26.666666666666668	18
2020	1D	41_20							20	
2020	1D	5_20	26.3	23.8		1.5			27	26
2020	1D	6								2
2020	1D	9	24.7	20.3	3.7	1.6	1.484375	29	29.666666666666668	28
2020	2A	284							42	
2020	2A	285	28.7	24.266666666666666	3.45	1.6666666666666667			43.25	77
2020	2A	587							39	
2020	2A	589	21.65	23.1	3.2	1.4	0.078125		42.5	37
2020	2A	694	27.425	25.9	3.5666666666666664	1.6	0.3125	35	40.6	70
2020	2A	94	23.6	23.4	3.4	1.5			35.25	21
2020	2B	138	24.666666666666668	23.366666666666667	4	1.7	2.265625	38	40.6	25
2020	2B	178	22.5	25.5	3.3	1.4			19.5	14
2020	2B	180	29.2	29.1	3.3	1.5	2.265625	28.5	36.5	43
2020	2B	183	29.2	34.2		1.6	2.890625	25	27.666666666666668	35
2020	2B	184	26.15	24.1	3.5	1.35			33	7
2020	2B	185	25.4	27.7		1.7	1.328125	21.75	31	13
2020	2B	186	22.599999999999998	19.925	3.4	1.45	1.484375	28	28	34
2020	2B	188	25.066666666666666	23.1	3.2	1.4	0.6640625	21.5	27	21
2020	2B	189	29.03333333333333	24.666666666666668	3.4	1.5333333333333334	1.5625	20.5	25.25	66
2020	2B	190	24.833333333333332	23.966666666666665	3.25	1.3666666666666667	3.046875	27	28.666666666666668	158
2020	2B	195_20	27.2	28.9	3.8	1.7			33.666666666666664	22
2020	2B	197	22.6	24.1	3.15	1.75			36	17
2020	2B	290							29	
2020	2B	81	26	23.7	3.9	1.6	1.953125	20	27.333333333333332	18
2020	2B	83	28.333333333333332	25.9	3.5	1.7333333333333334	1.640625	32	31.4	46
2020	2B	84					3.4375	24	33	40
2020	2B	85	28.9	25.05	3.7	1.6			28	27
2020	2B	86	23.45	22.95	3.3	1.45			32.833333333333336	30
2020	2B	89	24.35	22.75	3.466666666666667	1.725	2.265625	25.5	28.8	29
2020	2B	92	25.8	25.9	3.5	1.5	1.875	30.5	24.666666666666668	45
2020	2B	97	27.133333333333333	25.96666666666667	3.0999999999999996	1.5666666666666667	0.859375	44	29.75	14
2020	2C	262	27.733333333333334	23.166666666666668	2.8	1.4333333333333333	2.34375	28	26	27
2020	2C	270	23	20.6	3.1	1.2	2.421875	32	27.5	16
2020	2C	271							32	
2020	2C	274	25.233333333333334	23.4	3.8	1.3666666666666667	3.125	20	30	7
2020	2C	277	24.9	22.6	2.5	1	1.796875	24	24	62
2020	2C	280_20							35	
2020	2C	287							27	
2020	2C	289	19.5	20.2	3.1	1.5	1.640625	29	22.666666666666668	38
2020	2C	292	22.2	21	3.2	1.5	1.015625	29.5	36	12
2020	2C	293	25		3.1	1.5	1.015625	34.5	30.5	10
2020	2C	297_20	20.333333333333332	22.566666666666666	3.3	1.6666666666666667	2.265625	29	24.666666666666668	25
2020	2D	187	26.8	27.3	3.6	1.6333333333333333	1.9140625	34	53.666666666666664	152
2020	2D	191							31	19
2020	2D	193	26.633333333333333	26.95	3.8333333333333335	1.7	1.328125	23	40	198
2020	2D	194	25.9	26.125	3.3	1.9	2.890625	26	40.2	69
2020	2D	204	29.4	28.166666666666668	3.566666666666667	1.5833333333333333	2.7734375	25	62.42857142857143	72
2020	2D	207	26.9	26.549999999999997	3.4	1.8	2.03125	27	29.6	18
2020	2D	210	30.200000000000003	26.15	3.6	1.5	1.5625	31.5	27	71
2020	2D	214							27	19
2020	2D	215_20							28	
2020	2D	219	26.475	24.325	3.533333333333333	1.6	2.65625	21.5	37.857142857142854	75
2020	2D	220	29.1	25.6	3.5	1.8			32.666666666666664	28
2020	2D	93							38	
2020	2D	94							40	
2020	3A	125	27.04	28.76	3.6999999999999997	1.7	2.8125	26	35.8	70
2020	3A	273	26.133333333333333	29.466666666666665	3.5	1.2	3.203125	38.5	29.5	57
2020	3A	278	25.54	25.4	2.6	1.34	0.703125	33	40.785714285714285	26
2020	3A	636							34.333333333333336	26
2020	3A	638	29.966666666666665	27.96666666666667	3.5	1.3	2.34375	31.75	66	147
2020	3A	641	26.6	20.3	2.9	1.6	2.265625	32	21.25	19
2020	3A	643							22	8
2020	3A	657								35
2020	3B	122								6
2020	3B	129							51.5	
2020	3B	202	24.6	24.1		1.4				
2020	3B	22								3
2020	3B	228					2.65625	28	27	
2020	3B	603	33.15	28.05	3.6	1.5	2.3828125	26.5	42.38333333333333	51
2020	3B	618	26.366666666666667	24.066666666666666	3.35	1.6	3.203125	25.5	30.333333333333332	61
2020	3B	621	22.5	26.1	2.4	1.7999999999999998			52.333333333333336	19
2020	3B	822							18.5	
2020	3B	828	24.85	21.1	2.8	1.4	2.734375	28	25.5	49
2020	3B	831	28.425	24.625	3.3	1.675	2.421875	26	39	71
2020	3B	838	25.9	22.133333333333333	3.9	1.3			35	40
2020	3B	89	24.7	19.98		1.6				
2020	3C	125_20							31	
2020	3C	126	29.9	27.7		1.2			17	8
2020	3C	131	30.8	29	3.5	2			32	2
2020	3C	133	30.633333333333333	24.666666666666668	3.5	1.4666666666666666	4.921875	20	40.2	45
2020	3C	137	25.8	24.1	3.2	1.8	2.2265625	33.5	30.666666666666668	31
2020	3C	139	27.85	27.4	3.7	1.65	1.171875	29	44.6	39
2020	3C	142							26	17
2020	3C	143	26.433333333333334	24.599999999999998	3.55	1.7333333333333334			24.5	28
2020	3C	149_20							17	
2020	3C	152	27.1	18.7		1.3			31.625	27
2020	3C	153	25.8	25.1	4.1	1.6	2.96875	21.5	23.5	48
2020	3C	154	26.8	24.175	3.7	1.775			28.333333333333332	24
2020	3C	159					3.75	22	24	15
2020	3C	166	28.1	25.8	3.6	2.1	1.40625	26	36	58
2020	3C	169	25.68	23.3	3.5	1.64	0		27.75	63
2020	3C	171_20							50	
2020	3C	173	24.4		3.5	1.5	2.65625	25	35.6	19
2020	3C	174	24.64	24.06	4.3	1.62	2.265625	22.5	49.75	66
2020	3C	177	29.5	25.9	3.8	2			28	59
2020	3C	189								1
2020	3C	195							56	
2020	3C	219							36	
2020	3C	26							17	
2020	3C	54								5
2020	3C	875	31.7	26.6	3.7	1.4				
2020	3D	204								9
2020	3D	288								2
2020	3D	30							36	
2020	3D	621								10
2020	3D	76							26	
2020	3D	838								20
2020	3D	840	27.6	22.3	2.7	1.5			18.5	28
2020	3D	851	28.4	27.7		1.8			19	10
2020	3D	854	29.8	32.3		1	2.109375	29	36	7
2020	3D	864							25.333333333333332	25
2020	3D	875	31	26.3	3.4	1.3			37.5	53
2020	3D	876	29.1	23.5	3.4	1.5	3.59375	27	27.25	59
2020	3D	881	28.55	29.450000000000003	3.8	1.25			29.8	22
2020	3D	882_20								28
2020	3D	886	25.5	22	3.6	1.7999999999999998			35.5	58
2020	3D	889							18	7
2020	3D	892	26.7	25.5		1.1			35.75	41
2020	3D	893	28.1	25.1	3.2	1.7	0.390625		26.5	23
2020	3D	894	31	30		1.4	2.1875	33	30.5	25
2020	3D	895	28.9	28.6	3.5	1.4			26	6
2020	3D	898_20								12
2020	4A	101	27.8	22.7	3	1.2	2.4609375	28.5	20.5	39
2020	4A	107					1.171875	23	27.666666666666668	
2020	4A	109							24.333333333333332	22
2020	4A	110	23.1	25.45	3.6	1.7	2.109375	28	32.4	54
2020	4A	114	26.55	25.3	3.2	1.6	1.953125	34	48.2	69
2020	4A	115	27.1	23.3	3.5	1.8			29	25
2020	4A	117_20							27	
2020	4A	121	26.6	27.700000000000003	3.8	1.85			28.5	34
2020	4A	124	29	29.4	2.8	2	1.171875	24	23.666666666666668	57
2020	4A	63_20							18.5	
2020	4A	65								9
2020	4A	68	28.6	26.2	4.1	1.6			34	23
2020	4A	80	27.74	25.98	3.15	1.46	2.65625	22	36.333333333333336	53
2020	4A	85	25.2	22.175	3.3333333333333335	1.775			39	116
2020	4A	91	22.4	19.9	3.7	1.3	1.796875	29	29.6	50
2020	4A	99	23.4	19.55	3.6	1.15			29.25	19
2020	4B	211	26.6	25.6	3.2	1.7			26	
2020	4B	295							29.5	
2020	4B	594	20.675	26.225	3.1	1.575	2.8125	35	34.4	69
2020	4B	596	24.933333333333334	25.566666666666666	4	1.8	1.875	32	31.857142857142858	125
2020	4B	599							28	
2020	4B	680	21.1	19.6	2.9	1.5			27	14
2020	4C	120	28.5	23.9	2.7	1.4	2.34375	41	15.666666666666666	56
2020	4C	181							29	
2020	4C	187	24.266666666666666	24.5	3.4	1.6	0.7421875	23.5	28	35
2020	4C	192					4.84375	31	29.666666666666668	18
2020	4C	193_20								17
2020	4C	195	25	24.733333333333334	3.3499999999999996	1.6333333333333333	0.15625		57.285714285714285	115
2020	4C	196	26.7	22.95		1.45	0.6640625	26	23.666666666666668	19
2020	4C	200							23	
2020	4C	213	30.5	30.4	4.3	2.3	2.734375	30.5	33.2	75
2020	4C	641	24.95	22.65	3.7	1.4			24.75	82
2020	4C	92	24.2	25.9	3.2	1.4				
2020	4D	36_20					2.890625	27.5		
2020	4D	37	22.45	22.4	3.4	1.55	1.640625	31	28.2	45
2020	4D	41								14
2020	4D	47	27.4	20.1	3.6	1.5			34.5	69
2020	4D	49	27.3	26.2	3.8	1.4			30.5	26
2020	4D	52	22.799999999999997	22.65	3.5	1.1	3.203125	38	38	29
2020	4D	73								4
2020	4D	875								4
2020	5A	180	29.25	28.05	3.9	1.5499999999999998	5.2734375	26.5	28	24
2020	5A	185	25.7	21.85	3.3	1.5	1.09375	33	29	56
2020	5A	189							21	13
2020	5A	191	25.2	25.9		1.5	0.859375	23	28.5	23
2020	5A	196	25.55	27.1		1.45	0.78125	30	21.5	19
2020	5A	202					3.125	30	34.666666666666664	22
2020	5A	591							34	
2020	5B	12	27.75	24.25		1.25			41.333333333333336	49
2020	5B	16	25.233333333333334	23.166666666666668	3.2	1.6666666666666665	0.3125	32	39	76
2020	5B	191								11
2020	5B	20	24.1	23.15	3.1	1.4	1.6796875	27	41.333333333333336	305
2020	5B	208								21
2020	5B	288							27.2	51
2020	5B	289	28.35	24.675	3.5	1.825	3.3984375	25	33	51
2020	5B	293								15
2020	5B	296	22.5	23.65	3	1.6	1.640625	33	30.6	48
2020	5B	299					0.546875		20.666666666666668	48
2020	5B	300					2.03125	27	21	25
2020	5B	4	27.5	24.049999999999997		1.3			47	81
2020	5B	5							19.333333333333332	15
2020	5B	89							33	
2020	5C	202					3.671875	26	33.5	66
2020	5C	207	22.4	22.2		1.3			19.333333333333332	26
2020	5C	208					1.796875	32	32.666666666666664	23
2020	5C	211							13	0
2020	5C	217					2.65625	27.25	35	
2020	5C	218_20								27
2020	5C	221	24.35	19.95	2.3	1.1			26.5	54
2020	5C	224	25.3	25.733333333333334	4	1.1666666666666667	1.953125	25	35.5	97
2020	5C	225	24.825	25.95	3.2	1.3			43.25	40
2020	5C	242							34	
2020	5C	250							33	
2020	5C	268							37	
2020	5C	269							32	
2020	5C	274							37	
2020	5C	517								57
2020	5C	683	28.3	23.6		0.6	0.625	25	35	47
2020	5D	230							29	46
2020	5D	242	25.066666666666666	23.533333333333335	2.8	1.2333333333333334			34.333333333333336	79
2020	5D	247					0		32.5	60
2020	5D	25	30	28.2		1.7				
2020	5D	250					1.328125	29	31.25	52
2020	5D	252	29.2	28.9		1.5	6.171875	27	30.8	38
2020	5D	267_20	17.7	23.6		0.9				
2020	5D	268	24.733333333333334	26.566666666666666	3.55	1.2	1.484375	27	37.4	41
2020	5D	269_20	28.15	26.15	3.8	1.9	0.15625	42.5	34.2	99
2020	5D	273					2.578125	30	26.333333333333332	25
2020	5D	274	25.933333333333334	25.5	3.6	1.8	0		37.333333333333336	77
2020	5D	275					1.171875	34	27.333333333333332	33
2020	5D	278	27.9	27		1.3	1.875	37	24.25	49
2020	5D	288								9
2020	6A	136	25.7	22.6	3.2	1.5999999999999999	3.28125	24	40.4	94
2020	6A	138	24.5	19.7	3.5	1.5			38.333333333333336	7
2020	6A	145	26.866666666666667	26.233333333333334	3.5	1.3			31	22
2020	6A	165	28.1	25.53333333333333	3.25	1.3333333333333333	0.390625	26	40.25	55
2020	6A	169					1.25	36.5	30.333333333333332	16
2020	6A	188					1.09375	32.5		
2020	6A	685	22.333333333333332	22.233333333333334	3.2	1.2333333333333334			38.2	70
2020	6B	12							30	
2020	6B	120	27.533333333333335	25.4	3.0999999999999996	1.4			59.333333333333336	138
2020	6B	121								33
2020	6B	14							27	15
2020	6B	165								15
2020	6B	21					1.171875	25	21.5	26
2020	6B	243	21.9	21.5	2.5	1.1	4.21875	31	53.333333333333336	59
2020	6B	266	27	25		1.1	1.09375	30	48	16
2020	6B	36							20	
2020	6B	621								3
2020	6B	643								
2020	6B	8	25.8	25.8		1.3			26.666666666666668	36
2020	6B	93								1
2020	6C	111	28.666666666666668	27.03333333333333	3.1	1.4	4.453125	31	32	96
2020	6C	113	24	22.8		1.6	0.234375	26.5	28.666666666666668	52
2020	6C	116					3.125	26.5	17.5	27
2020	6C	121	27.1	23.7		1.6	1.2890625	30.5	47.4	36
2020	6C	21								26
2020	6C	86	23.35	19.95	2.8	1.5499999999999998	3.046875	29	37.5	55
2020	6C	93	28.35	23.950000000000003	3.5	1.2000000000000002	0.703125	36	36.6	84
2020	6C	96					2.34375	32.5	27.2	59
2020	6C	99	22.8	24.6		1.8	3.984375	22.5	37.5	21
2020	6D	43_20	24.1	22.2		1.7				
2020	6D	45	21.95	22.05	3.5	1.35			22.25	56
2020	6D	45,71					3.75	22.5		
2020	6D	46	23.200000000000003	22.05	4.3	1.5	1.71875	25.5	30	104
2020	6D	48					3.28125	19	36	45
2020	6D	52	23.35	24.25	3.6	1.55	1.5625	29	36.2	55
2020	6D	56	24.5	23.2		1.9	1.5625	35	25	47
2020	6D	59					3.125	34	41	68
2020	6D	64	27.4	20.8	4.6	2	2.5	36	21.666666666666668	38
2020	6D	68	25.65	25.5	3.5	1.5	2.734375	30.5	32.5	147
2020	6D	71	27.299999999999997	26.55	3.2	1.4			37	124
